City,Region,Year,Population,Avg_Income_USD,Num_Furniture_Stores,Market_Size_USD_Millions,CAGR_Percent,Wood_Share,Plastic_Share,Metal_Share,Wicker_Share,Fabric_Share,Online_Share,Offline_Share,Residential_Share,Commercial_Share,IKEA_Revenue_USD_M,Godrej_Revenue_USD_M,Pepperfry_Revenue_USD_M,UrbanLadder_Revenue_USD_M,Nilkamal_Revenue_USD_M,Lamps_Lighting_Revenue_USD_M,Kitchen_Dining_Revenue_USD_M,Home_Decor_Revenue_USD_M,Living_Room_Revenue_USD_M,Bedroom_Revenue_USD_M,Outdoor_Revenue_USD_M,Home_Office_Revenue_USD_M,Kids_Furniture_Revenue_USD_M,Latitude,Longitude,Sofas_Sold,DiningTables_Sold,HouseholdItems_Sold,DecorItems_Sold,HomeOffice_Sold,KidsFurniture_Sold,OutdoorFurniture_Sold,KitchenFurniture_Sold
Agartala,East India,2023,5692963,2205.74,465,14.06,7.11,79.81,11.01,7.5,4.57,-2.89,32.1,67.9,60.24,39.76,3.46,3.86,2.87,3.11,0,1.04,1.28,2.47,3.1,2.83,1.32,1.22,0.79,23.8315,91.2868,1629,392,1103,1184,669,509,383,985
Srinagar,North India,2018,24457670,3068.07,250,33.87,9.98,76.92,9.45,7.97,1.8,3.86,31.87,68.13,65.67,34.33,4.17,6.3,2.18,6.21,1.99,2.33,4.66,6.48,8.76,4.84,2.45,3.05,1.3,34.0837,74.7973,777,1061,1661,1335,751,110,284,526
Srinagar,North India,2019,1829235,1963.23,198,56.18,5.69,77.78,7.61,7.97,3.98,2.66,22.25,77.75,68.64,31.36,9.05,8.88,7.65,4.08,0.92,4.53,8.96,7.33,10.96,10.87,4.94,5.83,2.75,34.0837,74.7973,978,910,1945,757,275,418,192,930
Srinagar,North India,2020,20247349,1942.91,568,49.16,6.35,69.41,7.96,7.67,2.93,12.03,15.11,84.89,66.32,33.68,7.85,7.43,6.63,1.31,5.57,3.72,4.94,6.33,10.88,9.67,5.44,4.32,3.86,34.0837,74.7973,1343,854,1580,1064,719,170,332,489
Srinagar,North India,2021,9536371,3187.29,465,27.72,10.82,71.59,11.51,5.6,1.77,9.53,22.52,77.48,74.89,25.11,5.46,2.66,4.14,2.93,1.98,1.49,3.98,4.27,6.14,5.27,2.68,2.72,1.18,34.0837,74.7973,515,264,2085,916,310,595,520,976
Srinagar,North India,2022,2477986,3489.3,792,95.64,8.61,66.69,13.8,9.88,3.91,5.72,19.81,80.19,59.14,40.86,15.17,14.34,11.21,2.97,4.79,9.87,14.49,11.83,18.12,14.8,11.85,6.28,8.41,34.0837,74.7973,1154,546,2618,671,546,66,265,560
Srinagar,North India,2023,12557945,1399.5,55,94.96,6.31,75.68,8.51,5.57,1.59,8.65,19.68,80.32,57.92,42.08,17.57,16.06,9.14,5.82,3.22,6.48,11.98,14.82,22.47,18.27,7.84,6.24,6.87,34.0837,74.7973,434,543,1410,273,685,545,306,900
Shimla,North India,2018,16645439,1222.34,751,111.41,7.49,74.36,14.73,8.19,4.63,-1.91,30.67,69.33,62.92,37.08,18.43,11.89,9.22,8.33,7.83,8.04,14.75,15.17,23.17,25.51,8.35,10.88,5.54,31.1048,77.1734,1204,1127,1093,788,266,546,607,770
Shimla,North India,2019,7610954,1848.48,238,53.76,10.19,60.63,9.53,7.42,1.63,20.79,29.8,70.2,70.59,29.41,12.09,10.27,8.8,2.52,5.27,5.6,7.76,6.06,9.3,12.37,5.25,3.25,4.18,31.1048,77.1734,1452,446,1895,763,559,554,433,683
Shimla,North India,2020,20011235,1360.52,108,95.47,11.07,77.26,12.62,7.9,4.87,-2.65,20.61,79.39,60.28,39.72,10.86,13.87,9.38,3.88,10.46,8.12,12.78,13.66,19.99,17.53,11.19,6.58,5.63,31.1048,77.1734,709,1151,1099,666,456,581,80,648
Shimla,North India,2021,12282732,3497.15,577,111.28,8.84,75.66,14.7,8.85,2.77,-1.98,31.55,68.45,72.24,27.76,16.3,23.75,16.58,4.03,3.45,6.61,16.94,15.53,18.56,23.94,13.13,7.5,9.07,31.1048,77.1734,1745,327,1013,798,403,364,632,796
Shimla,North India,2022,23295695,3377.15,483,31.6,7.78,71.66,14.8,6.86,2.42,4.26,24.44,75.56,68.88,31.12,1.88,6.39,6.36,4.31,4.29,3.11,3.38,3.56,7.84,6.08,2.75,2.47,2.4,31.1048,77.1734,1617,1116,2395,1191,332,118,639,132
Shimla,North India,2023,23688887,1626.07,535,33.97,10.9,78.05,8.01,8.79,4.9,0.25,31.16,68.84,63.22,36.78,6.02,8.22,2.87,0.25,2.88,2.38,3.67,6.08,8.1,5.79,3.01,3.1,1.83,31.1048,77.1734,1569,464,2631,936,426,210,499,821
Dehradun,North India,2018,11856420,1726.16,729,38.26,8.45,63.44,11.95,8.53,3.82,12.26,29.44,70.56,65.23,34.77,8.2,8.71,7.38,4.52,4.1,3.55,4.61,5.97,7.6,6.98,3.03,3.15,3.36,30.3165,78.0322,1879,408,1566,1193,281,194,699,459
Dehradun,North India,2019,2571972,2400.03,434,25.01,10.06,65.04,10.14,8.3,2.95,13.57,18.95,81.05,58.05,41.95,3.59,3.73,6.02,2.53,2.1,1.37,3.04,4.26,5.57,4.98,2.7,1.86,1.22,30.3165,78.0322,385,156,2457,447,733,434,240,984
Dehradun,North India,2020,9726935,3206.21,151,60.89,11.12,66.85,6.59,9.7,4.66,12.2,19.56,80.44,74.88,25.12,17.52,11.43,4.42,7.12,1.81,6.6,5.62,9.12,15.5,10.07,5.06,4.81,4.11,30.3165,78.0322,855,198,1309,1343,433,318,240,993
Dehradun,North India,2021,16729734,1868.39,512,125.03,6.47,63.83,6.57,7.04,4.3,18.26,17.14,82.86,56.36,43.64,14.92,17.8,19.59,8.68,6.16,10.31,11.83,15.94,31.96,23.35,9.42,11.83,10.39,30.3165,78.0322,1698,310,2680,266,128,503,207,983
Dehradun,North India,2022,22923465,1717.2,683,125.98,11.67,67.18,10.19,7.8,3.48,11.35,26.45,73.55,70.24,29.76,22.52,12.63,17.86,14.07,7.84,8.16,18.35,16.29,35.35,19.35,14.95,9.06,4.45,30.3165,78.0322,1769,325,1588,772,192,567,230,895
Dehradun,North India,2023,14638296,3390.02,227,40.77,10.06,67.99,13.65,6.84,4.95,6.57,27.17,72.83,60.36,39.64,10.02,4.38,4.45,0.26,1.69,3.78,5.25,7.76,6.81,7.56,3.5,3.07,3.05,30.3165,78.0322,677,1175,789,902,787,399,523,431
Panaji,West India,2018,22413453,2302.61,776,144.88,6.39,69.73,10.15,7.66,3.41,9.05,19.42,80.58,59.34,40.66,19.92,20.1,8.63,10.71,11.34,10.11,25.13,19.79,29.55,31.2,9.78,12.19,7.12,15.4909,73.8278,1713,1150,2923,669,429,159,550,852
Panaji,West India,2019,1287441,1371.25,586,77.5,6.73,70.28,13.86,5.32,1.68,8.86,21.34,78.66,57.8,42.2,9.23,7.16,13.63,9.35,6.04,7.02,12.1,14.89,14.48,13.9,6.63,4.56,3.91,15.4909,73.8278,1980,604,1268,692,283,532,542,223
Panaji,West India,2020,15292672,2837.74,243,72.42,9.08,75.01,8.38,9.06,2.3,5.25,30.24,69.76,60.99,39.01,9.8,13.19,8.61,4.92,4.42,4.52,9,12.89,13.48,13.69,8.57,5.31,4.96,15.4909,73.8278,1374,425,970,862,194,456,109,458
Panaji,West India,2021,13465121,3419.57,188,128.09,5.67,72.59,10.73,6.79,3.7,6.19,30.89,69.11,67.57,32.43,18.95,11.66,17.1,6.39,6.49,14.26,12.21,19.48,23.7,30.67,7.96,8.11,11.71,15.4909,73.8278,541,647,2696,485,748,100,552,317
Panaji,West India,2022,1090387,1270.12,469,37.7,11.61,67.74,6.25,7.48,4.97,13.56,15.58,84.42,68.87,31.13,10.44,4.93,2.99,3.31,2.19,3.54,4.9,6.23,8.61,7.85,2.13,1.92,2.52,15.4909,73.8278,1617,825,587,511,452,452,636,419
Panaji,West India,2023,14093636,1274.53,242,88.5,10.62,70.75,7.84,5.27,1.53,14.61,27.51,72.49,73.22,26.78,12.7,11.5,7.34,3.93,4.17,7.47,9.42,15.94,21.94,14.69,8.71,7.48,2.84,15.4909,73.8278,1219,1174,2943,508,364,525,159,563
Porbandar,West India,2018,24861251,1834.72,254,111.31,10.38,71.61,6.1,9.77,2.01,10.51,19.32,80.68,58.89,41.11,27.57,12.86,8.85,10.82,8.97,7.44,14.7,15.88,28.69,17.75,6.39,11.28,9.19,21.6417,69.6293,1886,205,1289,974,746,136,118,478
Porbandar,West India,2019,17127917,1627.3,544,14.63,6.96,72.48,13.26,8.35,2.34,3.57,26.69,73.31,58.94,41.06,6.28,4.37,5.06,1.14,3.97,1.06,1.8,1.99,2.76,3.51,1.35,1.56,0.6,21.6417,69.6293,565,696,2164,1320,755,117,319,487
Porbandar,West India,2020,4836421,1619.6,164,29.92,11.11,72.28,5.83,6.47,4.51,10.91,22.29,77.71,59.1,40.9,8.8,3.62,4.72,1.45,4.08,2.27,4.57,4.34,7.1,5.71,3,1.71,1.22,21.6417,69.6293,1443,185,1809,1164,118,91,636,288
Porbandar,West India,2021,19062254,2240.23,436,125.12,5.35,71.37,8.94,8.24,4.03,7.42,19.39,80.61,58.47,41.53,15.49,17.29,7.78,10.21,8.18,12.02,18.53,18.84,24.24,29.16,7.93,8.23,6.17,21.6417,69.6293,1011,588,1364,1336,745,106,669,268
Porbandar,West India,2022,4334735,2789.69,551,116.59,6.76,69.75,13.43,6.73,1.56,8.53,21.06,78.94,57.69,42.31,24.17,23.5,13.88,11.95,6.75,11.58,13.49,20.53,28.25,18.15,12.48,7.55,4.56,21.6417,69.6293,1571,744,1793,655,725,245,416,880
Porbandar,West India,2023,21101899,3338.58,443,146.47,9.67,66.31,12.97,7.33,2.13,11.26,28.52,71.48,65.36,34.64,17.17,26.96,10.66,11.35,12.5,8.25,18.52,25.94,35.23,20.97,16.48,9.4,11.71,21.6417,69.6293,369,456,523,331,598,111,359,887
Rajkot,West India,2018,16570397,1209.35,241,145.9,5.85,62.11,6.48,5.42,1.12,24.87,16.74,83.26,61.23,38.77,18.7,31.51,23.69,12.68,10.04,15.37,18.63,16.47,31.74,31.66,16.63,9.28,6.1,22.3039,70.8022,356,768,2386,1129,238,312,195,161
Rajkot,West India,2019,16221744,1653.95,736,26.18,5.02,77.75,5.44,7.97,1.8,7.04,21.26,78.74,69.74,30.26,9.48,6.53,5.23,0.51,0,1.67,4.07,4.04,4.98,5.96,2.06,2.24,1.15,22.3039,70.8022,1705,506,810,1164,736,161,348,321
Rajkot,West India,2020,21430990,3314.57,565,107.35,5.26,67.47,6.41,7.34,4.43,14.35,34.11,65.89,60.96,39.04,25.98,17.18,7.52,11.9,7.19,6.75,16.25,15.13,26.52,13.88,11.16,10.82,6.83,22.3039,70.8022,338,330,1984,1128,672,227,414,363
Rajkot,West India,2021,22071878,3403.51,53,89.82,8.51,75.71,7.09,6.34,1.35,9.51,16.89,83.11,65.65,34.35,13.74,14.34,7.53,6.58,3.92,6.71,10.06,14.65,22.5,16.52,5.18,7.85,6.34,22.3039,70.8022,1100,217,1731,320,624,75,391,788
Rajkot,West India,2022,1151759,2581.26,542,149.86,11.88,69.4,5.93,5.77,2.33,16.57,23,77,74.15,25.85,29.51,27.05,25.38,11.9,10.16,14.13,17.33,18.42,37.27,31.55,10.85,14.91,5.4,22.3039,70.8022,1766,441,2985,1420,354,459,132,583
Rajkot,West India,2023,9974161,1796.96,721,64.41,11.78,71.67,10.53,9.66,2.97,5.17,33.86,66.14,60,40,12.53,13.11,8.09,8.52,5.44,5.61,11.39,8.71,12.74,12.52,5.97,4.25,3.23,22.3039,70.8022,1341,841,1205,833,184,580,147,568
Surat,West India,2018,11852196,2453.22,157,23.62,7.11,60.71,13.91,8.17,2.6,14.61,34.89,65.11,72.02,27.98,5.05,4.91,1.82,3.91,2.74,2.47,2.65,3.64,4.41,3.9,2.84,1.71,2,21.1702,72.8311,1031,330,1859,1096,557,366,113,917
Surat,West India,2019,13798994,1387.85,242,74.75,7.72,61.41,12.93,9.33,1.51,14.82,32.82,67.18,72.89,27.11,14.6,11.63,6.25,7.84,3.05,6.74,10.33,12.2,12.93,14.61,8.3,4.77,4.86,21.1702,72.8311,1124,583,921,971,631,581,465,913
Surat,West India,2020,4366595,1725.45,325,81.82,11.65,79.38,13.74,7.59,4.91,-5.62,31.02,68.98,74.37,25.63,7.54,9.61,9.32,7.5,8.53,4.83,8.46,10.85,19.32,16.26,10.67,4.64,6.78,21.1702,72.8311,1055,1063,2273,1262,661,155,328,556
Surat,West India,2021,5938555,3396.98,279,77.27,5.63,61.84,6.15,5.47,2.68,23.86,33.64,66.36,73.8,26.2,10.99,7.95,5.65,7.84,3.37,6.87,9.29,12.94,17,14.25,7.27,6.58,3.05,21.1702,72.8311,651,215,2868,765,775,513,190,869
Surat,West India,2022,22904455,2055.71,703,47.07,10.55,77.82,10.17,8.17,3.61,0.23,24.4,75.6,68.47,31.53,11.34,6.42,6.32,6.45,5.07,3.81,5.57,6.38,13.28,7.71,3.75,3.64,2.94,21.1702,72.8311,1621,1194,1446,711,191,295,173,650
Surat,West India,2023,17265742,2126.01,776,93.95,9.57,74.03,7,7.05,2.64,9.28,33.19,66.81,60.36,39.64,14.46,8.36,16.26,8.38,8.12,8.46,10.02,15.16,21,19.13,7.18,6.1,6.9,21.1702,72.8311,582,533,1686,1384,699,130,489,684
Kochi,South India,2018,15430998,1374.29,160,24.04,10.08,63.72,12.26,9.75,1.72,12.55,27.99,72.01,67.66,32.34,4.56,5.81,2.11,2.34,1.73,2.37,3.1,3.37,5.98,4.98,1.73,1.51,0.99,9.9312,76.2673,1909,188,2334,488,168,445,258,716
Kochi,South India,2019,8680618,1449.89,263,114.86,9.2,71.12,14.26,6.18,2.95,5.49,25.53,74.47,74.95,25.05,24.9,13.23,13,7.6,3.68,11.27,15.75,16.14,22.61,22.53,6.8,11.43,8.34,9.9312,76.2673,409,971,2064,399,136,571,126,392
Kochi,South India,2020,4886711,2198.63,678,31.16,10.95,64.16,9,8.79,1.05,17,17.24,82.76,56.35,43.65,7.64,5.46,3.02,2.45,0.13,2.93,3.36,5.74,6.4,4.87,3.25,2.49,2.12,9.9312,76.2673,1316,751,1348,727,239,313,683,549
Kochi,South India,2021,17747599,2557.8,652,12.5,7.03,70.25,12.46,9.56,4.79,2.94,29.58,70.42,62.05,37.95,1.95,2.53,4.3,4.23,3.33,1.1,1.64,1.68,2.18,2.82,1.13,0.89,1.06,9.9312,76.2673,1503,934,2089,1116,779,323,455,991
Kochi,South India,2022,7912570,1367.52,621,76.88,6.72,63.96,5.71,5.8,4.5,20.03,32.16,67.84,56.81,43.19,18.71,10.6,12.41,5.08,7.48,7.24,8.2,10.74,16.85,14.47,7.05,8.63,3.69,9.9312,76.2673,843,820,1818,1471,665,221,666,332
Kochi,South India,2023,22361736,2250.48,277,39.7,7.83,62.49,8.16,6.28,1.22,21.85,31.94,68.06,66.74,33.26,6.87,8.51,5.93,4.29,4.54,3.21,5.09,5.56,9.48,7.68,4.59,2.43,1.66,9.9312,76.2673,324,628,2589,1441,277,314,281,992
Trivandrum,South India,2018,24169970,1545.7,208,72.43,8.83,63.53,5.93,9.71,2.37,18.46,18.52,81.48,68.03,31.97,12.01,17.06,6.1,3.85,2.26,4.9,10.4,11.99,14.67,13.26,6.58,7.65,2.98,8.5241,76.9366,1142,710,2447,1310,717,75,524,223
Trivandrum,South India,2019,3635984,1855.85,712,113.93,7.44,64.98,7.27,9.38,3.73,14.64,25.11,74.89,72.92,27.08,24.16,16.32,8.46,6.36,7.55,12.2,10.33,14.68,22.76,26.41,10.31,10.37,6.88,8.5241,76.9366,1090,250,1808,1305,236,518,376,311
Trivandrum,South India,2020,2504250,2671.63,278,132.71,8.36,64.89,10.98,9.92,1.69,12.52,33.19,66.81,63.08,36.92,20.02,14.89,10.29,13.73,11.19,13.74,21,25.42,24.65,21.87,7.98,11.33,6.72,8.5241,76.9366,1037,663,886,1285,289,525,387,808
Trivandrum,South India,2021,17677155,1384.82,706,120.11,10.02,71.67,13.44,5.74,2.37,6.78,20.71,79.29,57.57,42.43,17.61,21.89,11.53,13.44,7.08,10.54,11.5,16.13,25.61,28.24,8.31,9.9,9.89,8.5241,76.9366,356,325,2535,998,739,405,572,778
Trivandrum,South India,2022,7466849,3391.46,397,34.41,7.97,77.08,11.06,7.54,3.49,0.83,31.72,68.28,63.28,36.72,8.82,3.25,3.67,3.71,1.67,3.59,3.62,5.95,6.8,5.76,3.02,3.23,2.45,8.5241,76.9366,479,387,1661,1265,441,75,417,499
Trivandrum,South India,2023,13949746,2979.14,84,69.75,6.38,77.19,10.45,8.84,4.91,-1.39,15.07,84.93,57.14,42.86,16.59,12,6.92,3.23,1.73,5.1,9.1,9.59,17.87,12.37,7.83,5.61,2.27,8.5241,76.9366,531,1059,2525,211,658,83,145,200
Madurai,South India,2018,10479875,2704.98,161,148.06,11.8,65.83,7.23,7.18,2.11,17.65,24.11,75.89,63.49,36.51,34.57,30.23,10.58,12.89,12.84,10.37,20.4,27.29,25.67,25.33,18.09,15.94,4.97,9.9252,78.1198,642,1020,1215,1032,104,313,501,824
Madurai,South India,2019,15421352,3030.45,303,55.73,6.19,62.57,13.37,5.62,2.02,16.42,22.87,77.13,65.45,34.55,5.04,11.39,9.15,4.34,4.73,6.11,5.58,9.11,12.12,10.53,5.23,4.57,2.49,9.9252,78.1198,776,644,2978,1040,356,187,619,668
Madurai,South India,2020,10382415,1286.63,358,73.35,9.27,63.21,10.64,8.1,2.66,15.39,17.18,82.82,73.25,26.75,17.24,13.05,4.76,5.48,4.76,6.27,10.58,13.01,16.19,12.62,3.87,7.24,3.57,9.9252,78.1198,875,1096,925,842,761,511,572,496
Madurai,South India,2021,19732151,1586.01,790,21.52,6.02,70.82,7.49,5.79,4.11,11.79,29.41,70.59,55.48,44.52,4.18,5.36,0.53,1.3,0,2.02,2.15,3.78,3.87,4.45,2.67,1.82,0.74,9.9252,78.1198,754,904,1939,1338,342,217,396,957
Madurai,South India,2022,13324416,1739.26,156,69.44,7.86,64.96,11.75,6.07,4.42,12.8,26.9,73.1,65.53,34.47,9.77,12.15,7.86,3.41,5,4.37,9.21,11.99,15.09,13.38,5.36,5.85,4.2,9.9252,78.1198,1555,360,2573,1441,514,130,154,273
Madurai,South India,2023,13543378,2460.58,99,99.43,8.93,63.08,14,8.27,2.52,12.13,28.85,71.15,55.32,44.68,20.52,21.11,11.98,10.19,8.89,7.75,14.3,13.7,18.43,17.77,10.11,8.54,8.83,9.9252,78.1198,588,289,884,305,726,456,138,761
Mysore,South India,2018,11442994,2111.53,414,18.74,10.78,78.3,6.24,5.62,1.38,8.46,28.42,71.58,70.97,29.03,6.73,5.04,1.41,3.88,3.92,1.8,2.72,3.17,3.56,2.84,2.06,1.59,1.01,12.2958,76.6394,1536,690,555,890,442,95,465,690
Mysore,South India,2019,8071596,1207.33,443,123.98,11.08,62.1,11.99,6,2.16,17.75,17.73,82.27,62.91,37.09,24.67,16.28,7.47,5.96,9.8,8.18,15.16,17.41,30.44,20.97,9.4,12.46,9.96,12.2958,76.6394,557,419,605,727,781,102,94,855
Mysore,South India,2020,23590727,2219.78,644,12.89,11.74,69.77,10.65,5.29,3.43,10.86,17.69,82.31,62.11,37.89,1.51,3.6,0.26,3.04,2.05,0.93,2.1,1.77,3.07,2.02,0.95,1.12,0.93,12.2958,76.6394,829,1185,1169,1045,478,525,310,880
Mysore,South India,2021,19440124,1400.81,213,138.78,9.94,72.14,7.3,6.83,2.36,11.37,19.61,80.39,55.98,44.02,25.76,27.48,17.37,11.76,8.13,9.95,18.44,20.19,34.01,24.91,10.49,13.98,6.81,12.2958,76.6394,986,655,875,1092,693,65,696,359
Mysore,South India,2022,16811439,1798.17,502,95.44,8.76,63.04,5.5,6.42,1.32,23.72,26.45,73.55,62,38,15.8,16.67,10.51,3.91,6.79,8.25,9.75,15.46,18.76,20.32,10.43,8.28,4.2,12.2958,76.6394,1228,181,1242,586,765,409,278,493
Mysore,South India,2023,6146632,3128.29,182,36.12,5.06,77.33,12.16,8.83,1.81,-0.13,16.61,83.39,59.99,40.01,4.04,6.32,6.28,1.16,2.04,2.61,3.82,6.22,7.24,6.65,3.86,2.62,3.1,12.2958,76.6394,528,962,1466,1449,752,536,433,924
Bhopal,Central India,2018,1403988,3148.56,90,34.41,6.71,68.84,9.4,5.32,4.91,11.53,29.74,70.26,55.76,44.24,9.02,7.81,5.81,2.74,2.9,3.01,4.09,4.53,9.02,6.26,3.4,2.63,1.47,23.2599,77.4126,1549,511,807,680,245,551,114,918
Bhopal,Central India,2019,17822499,1323.16,331,50.76,10.35,67.79,11.96,6.76,1.93,11.56,17.31,82.69,66.97,33.03,14.25,6.71,8.34,4.43,2.41,3.67,5.63,9.52,10.41,9.77,5.14,2.7,3.92,23.2599,77.4126,895,1078,2638,607,422,190,241,323
Bhopal,Central India,2020,12926919,1801.18,317,34.71,10.3,67.75,10.07,5.49,4.3,12.39,19.51,80.49,64.77,35.23,7.25,7.8,4.67,0.49,1.62,1.85,4.7,5.78,8.47,5.39,3.15,3.18,2.19,23.2599,77.4126,734,249,1301,1097,221,496,550,730
Bhopal,Central India,2021,22037302,3069.05,544,134.53,9.26,62.88,11.86,8.08,4.04,13.14,15.1,84.9,55.91,44.09,34.24,18.36,19.75,12.04,8.54,11.75,16.37,23.52,24.07,27.54,9.38,13.5,8.4,23.2599,77.4126,1181,158,609,910,351,339,610,469
Bhopal,Central India,2022,8409148,1326.19,376,104.51,11.48,69.75,6.03,8.11,3.01,13.1,18.61,81.39,55.8,44.2,14.6,13.51,12.83,7.58,8.33,8.35,12.91,16.76,23.65,20.03,8.1,10.29,4.43,23.2599,77.4126,1320,846,2164,838,410,258,502,807
Bhopal,Central India,2023,11424627,2261.8,330,76.04,6.67,78.22,10.46,5.67,3.25,2.4,15.8,84.2,74.21,25.79,17.59,9.63,7.5,2.25,2.12,7.85,9.93,9.67,19.78,15,5.14,4.91,3.76,23.2599,77.4126,701,611,839,1244,700,524,427,893
Raipur,Central India,2018,10678258,2624.05,249,40.24,9.77,75.98,8.22,5.23,2.47,8.1,17.34,82.66,62.68,37.32,11.55,2.9,5.36,5.48,2.48,3.68,6.49,6.71,7.18,5.74,5.13,2.76,2.56,21.2514,81.6296,921,1070,2088,1014,574,462,226,902
Raipur,Central India,2019,1861907,2969.32,489,105.55,8.27,72.37,7.81,9.59,3.04,7.19,28.13,71.87,60.99,39.01,12.12,14.5,12.14,8.59,9.59,6.54,9.2,17.59,19.79,23.97,13.32,6.53,8.61,21.2514,81.6296,387,539,1478,1117,669,476,453,262
Raipur,Central India,2020,17045420,1464.26,454,46.22,5.36,61.38,8.33,6.05,1.66,22.58,34.78,65.22,66.08,33.92,7.73,10.64,7.94,3.88,3.4,2.73,6.96,5.95,11.11,9.62,3.14,4.04,2.68,21.2514,81.6296,883,781,2903,402,591,420,495,308
Raipur,Central India,2021,24570738,1864.21,56,126.03,10.33,65.97,12.9,5.34,1.84,13.95,31.52,68.48,61.63,38.37,15.45,13.63,9.37,3.97,5.65,11.39,17.69,17.88,22.58,26.05,12.86,11.24,6.35,21.2514,81.6296,1865,831,2415,616,674,339,573,391
Raipur,Central India,2022,2703194,3195.65,133,35.93,8.48,60.04,6.88,7.07,1.41,24.6,26.83,73.17,58.28,41.72,7.09,4.26,3.92,0.48,4.55,2.61,4.63,5.03,7.54,6.41,4.56,2.13,3.02,21.2514,81.6296,608,306,667,615,446,481,638,651
Raipur,Central India,2023,2478722,2920.65,650,22.07,10.68,73.9,12.4,7.82,1.43,4.45,21.85,78.15,68.73,31.27,4.22,1.83,1.76,0.22,4.63,1.6,3.47,3.2,4.85,4.23,1.35,1.86,1.51,21.2514,81.6296,1205,484,1056,284,586,317,335,964
Nagpur,Central India,2018,1548970,1970.43,490,21,11.84,76.95,9.76,7.47,2.96,2.86,28.6,71.4,58.98,41.02,2.95,4.08,1.81,0.7,2.37,2.19,2.82,2.93,3.76,4.57,1.4,1.5,1.82,21.1458,79.0882,642,409,1404,366,572,200,182,419
Nagpur,Central India,2019,16163559,1777.94,432,73.43,10.61,69.43,14.58,8.18,1.82,5.99,27.76,72.24,70.56,29.44,15.28,16.63,13.34,5.31,7.48,4.55,9.51,14.12,14.64,13.03,7.03,4.58,5.97,21.1458,79.0882,735,231,604,583,481,304,200,545
Nagpur,Central India,2020,15756206,2328.38,351,95.1,6.21,61.12,11.01,9.92,4.07,13.88,16.22,83.78,66.57,33.43,19.1,19.97,12.53,9.23,7.41,9.54,8.28,15.1,17.95,19.68,11.28,9.48,3.78,21.1458,79.0882,476,903,2547,667,379,402,498,165
Nagpur,Central India,2021,21949372,2512.31,51,103.69,7.62,70.69,5.3,5.83,1.2,16.98,23.1,76.9,56.1,43.9,16.08,9.32,11.18,8.28,3.47,9.99,14.44,18.47,19.64,19.36,7.15,7.02,7.62,21.1458,79.0882,438,869,2697,1295,171,426,429,214
Nagpur,Central India,2022,12982730,3061.87,290,89.33,8.33,65.23,13.78,9.39,1.06,10.54,24.11,75.89,69.79,30.21,19.24,19.22,12.67,6.99,3.25,8.16,10.45,12.41,19.09,18.05,9.41,7.1,4.68,21.1458,79.0882,493,224,645,1009,620,407,121,183
Nagpur,Central India,2023,14349775,3144.45,330,116.37,11.74,63.84,5.84,5.01,4.01,21.3,16.32,83.68,57.55,42.45,11.33,13.62,9.28,6.6,8.08,9.6,12.05,18.94,22.67,22.36,12.81,10.42,7.53,21.1458,79.0882,1509,775,1373,1196,465,419,446,532
Indore,Central India,2018,18756692,3216.13,61,75.7,5.33,72.02,12.4,5.76,4.62,5.2,26.22,73.78,59.32,40.68,16.74,14.9,11.74,6.62,5.25,7.4,10,8.7,16.88,16.74,6.56,4.6,4.83,22.7196,75.8577,1541,211,798,672,193,276,108,762
Indore,Central India,2019,12581789,2190.8,740,107.59,11.12,77.72,13.06,7.16,1.39,0.67,26.99,73.01,57.14,42.86,18.38,11.66,12.38,7.18,4.28,9.88,10.66,20.66,21.81,15.46,12.68,11.9,4.54,22.7196,75.8577,1487,1023,2236,1192,472,352,93,128
Indore,Central India,2020,22973049,2125.04,331,76.95,9.25,76.7,7.22,8,4.1,3.98,18.13,81.87,58.57,41.43,12.85,9.9,11.46,5.4,3.45,4.56,11.38,13.49,15.54,14.27,7.65,4.08,5.97,22.7196,75.8577,1484,469,1145,1481,438,438,564,578
Indore,Central India,2021,11203893,3191.03,360,141.69,8.47,62.89,6.78,7.85,3.68,18.8,28.98,71.02,74.75,25.25,29.2,26.76,14.69,6.26,9.49,15.04,13.01,20.04,33.98,31.83,8.57,10.17,9.06,22.7196,75.8577,1242,251,1137,474,536,426,268,834
Indore,Central India,2022,24595267,2675.72,370,54.29,6.39,63.72,7.77,9.89,1.73,16.89,17.83,82.17,63.19,36.81,13.39,9.72,2.07,6.16,1.18,5.32,6.94,7.81,12.1,8.04,5.39,4.99,3.7,22.7196,75.8577,824,1023,2786,1243,435,167,374,528
Indore,Central India,2023,21812772,2072.81,123,56.27,10.24,77.82,10.59,7.53,3.14,0.92,30.44,69.56,73.57,26.43,9.06,6.3,4.13,6.6,4.06,3.65,8.65,6.74,14.06,10.43,6.28,3.61,2.85,22.7196,75.8577,1924,1103,1283,689,763,54,262,589
Surat,West India,2018,14771593,1206.53,301,25.35,10.65,67.92,8.13,9.86,3.49,10.6,27.02,72.98,60.16,39.84,4.3,6.68,4.21,1.94,3.3,2.64,4.14,3.02,4.29,4.39,1.99,2.78,2.11,21.1702,72.8311,1365,404,1396,525,591,493,627,929
